label,name,status,error,skill,speed,delay_ms,seed,dt,motor_curve,voltage,moving_speed,flight_s,jump,running,motion_failed,settled,peak_ground_force,peak_torque,limit_excess,camera_yaw_rms,camera_pitch_rms
jump_return,jump_v0.6_d10_s104_dt0.00125_curve0_V12.6__feedback40,COMPLETE,,jump,0.6,10,104,0.00125,False,12.6,-0.00010922865081164135,0.0825,True,False,False,True,70.78343082828931,0.6,0.014218898611959463,2.1919870947045217,2.1857082779343773
jump_return,jump_v0.6_d10_s104_dt0.00125_curve0_V12.6__low_friction,COMPLETE,,jump,0.6,10,104,0.00125,False,12.6,-0.01858338160437864,0.08750000000000001,False,False,True,True,82.85983227144217,0.6,0.05504428342841983,2.1756699724493593,3.3681747509466553
jump_return,jump_v0.6_d10_s104_dt0.00125_curve0_V12.6__head_carrier_plus10pct,COMPLETE,,jump,0.6,10,104,0.00125,False,12.6,0.0007618415673787082,0.08125,True,False,False,True,74.77247165909937,0.6,0.007602484489612316,1.7170803261334204,2.124510010752369
jump_return,jump_v0.6_d10_s104_dt0.00125_curve0_V12.6__feedback_drop2pct,COMPLETE,,jump,0.6,10,104,0.00125,False,12.6,-0.019110581905022687,0.085,True,False,False,True,69.38572280739592,0.6,0.009678510915346772,2.1633745506713975,3.5650751518742076
jump_return_fresh,jump_v0.6_d5_s201_dt0.00125_curve0_V12.6,COMPLETE,,jump,0.6,5,201,0.00125,False,12.6,0.0037121024303025125,0.07875,True,False,False,True,67.13458470280884,0.6,0.010576724220064615,2.1689929724857406,2.049181980907215
jump_return_fresh,jump_v0.6_d5_s202_dt0.00125_curve0_V12.6,COMPLETE,,jump,0.6,5,202,0.00125,False,12.6,0.0047074186476758016,0.07875,True,False,False,True,70.39338985986716,0.6,0.012112120982493924,2.248037885116218,2.038962721636563
jump_return_fresh,jump_v0.6_d5_s203_dt0.00125_curve0_V12.6,COMPLETE,,jump,0.6,5,203,0.00125,False,12.6,-0.019446672712382925,0.07875,True,False,False,True,71.1132401116707,0.6,0.014077668207519878,1.5870844459315268,3.688962256707613
jump_return_fresh,jump_v0.6_d10_s201_dt0.00125_curve0_V12.6,COMPLETE,,jump,0.6,10,201,0.00125,False,12.6,0.0005560161349273337,0.085,False,False,True,True,68.79287607508599,0.6,0.042217141339130126,1.8102938812491665,3.216965208461304
jump_return_fresh,jump_v0.6_d10_s202_dt0.00125_curve0_V12.6,COMPLETE,,jump,0.6,10,202,0.00125,False,12.6,0.0017455873251379323,0.085,True,False,False,True,75.43817458597809,0.6,0.013066601487046081,2.248158458077359,2.6759866325346917
jump_return_fresh,jump_v0.6_d10_s203_dt0.00125_curve0_V12.6,COMPLETE,,jump,0.6,10,203,0.00125,False,12.6,0.002281366376348302,0.08625000000000001,False,False,True,True,74.00578838345928,0.6,0.031904842963719426,1.847824789028694,2.9825988722668275
jump_return_fresh,jump_v0.6_d15_s201_dt0.00125_curve0_V12.6,COMPLETE,,jump,0.6,15,201,0.00125,False,12.6,-0.018459876405602947,0.085,True,False,False,True,75.18142704596686,0.6,0.011192414936245454,1.7951794584047212,2.833556931908463
